title,review
poorly written poorly acted terrible cast,With the amount of fur and horns etc etc etc they wear i find cannibalism to be quite a stretch......and that is just 1 example of the many holes in this.
Soooo slow,Omg this show is painful. It's so slow. There is no suspense where one episode finishes you just have to watch the next one. Even so I preserved because the beginning of the whole shoe teases something worth watching is coming. But it's so slow getting to that you have moments of wondering why you are still watching. Great cast. Terrible writing.
Slow,"I don't know if this is considered a spoiler but I marked it just in case.I really wanted to like this series. The trailer and first episode made me want to know more. Unfortunately, after just finishing the last episode we still know NOTHING! I get it they want to drag it out to make more season but come on! We waited 10 weeks to not know what happened in the woods!"
Lord of the Flies but zzzzzzz,Great if you love a show that is 2 minutes dialog and 5 minutes of music after every scene. Gets pretty annoying.Not only that but after the crash there is like 15 people but they appear and disappear so frequently.In 2001 there was a movie called The Hole. The one character hides the key to get out just do she can stay around her crush while killing her best friend and others dying. The one character smashing the box reminded me of that movie. Also how did no one hear her banging loudly on this metal box in the woods? At this point though they would have already recorded their location.I think it's hilarious that these girls with ZERO hunting skills are running around in pelts from animals killed. I've watched Alone and they are skilled survivors and they couldn't do that.I turn this off. If I'm going to watch a show about a plane and people on an island who crashed I'm going to watch Lost. Way better character development.
Episode 2 was enough to know not to bother,Utter nonsense. The writers obviously didn't research the Andes crash. A Porsches battery cable is removed but you hear the starter motor turn the engine twice- not possible. Black boxes are designed to survive a crash and can't be opened up by a teenage girl. That single piece of bad writing allows this farce to commence. The lead follows her husband suspecting hes having an affair but doesnt confront him when she sees him with another woman. A dried out dead body sitting in a chair in the attic - it would need to be tied there but wasn't. Travis hanging at his work. He or a mannequin is obviously wearing a harness that the chain rope is attached to as its not around his neck.
I think I'll pass,I really love the cast but this show doesn't seem to live up to the hype. Two episodes in and we learn that one of the characters destroyed the black box so these people will be left stranded. Such an incredibly dumb plot twist. This is definitely leading to cannibalism. Next.
Why the bad reviews?,"That's what I thought when I started watching this show.I liked the cast, the premise, the way it was set up.I thought wrong.It took me a couple of years to get as far as watching it - because many of the reviews sounded so bad.And in most cases, the negative reviews are the ones to read, as they usually are the honest ones.Unless it's a fan cult thing; comments such as it's not like the book written by some obsure SciFi hack, that star wars character should not have a haircut different from what it was in the original garbage filmed in the 80s; in that case most reviews are nonsense.But I digress.I was intruiged initially, only to realize a few episodes in that the story wasn't going anywhere.Just like this posting, it struggled to meet it's minimum character limit, and apart from that produced nothing but aimless and meaningless filler material.It's a tease, promising to deliver, but as usual you get less the longer you stick with it.Avoid."
Too ambitious.,"Just finished the second episode and everything is still so unclear. Looks like nothing has developed since the begging but the story itself keeps falling a part. The plot is trying to be so ambitious but as for now that's seems like nothing thrilling either important stands behind that. However, it might change in future episodes. As for now, it's solid 3 which is not must watch for sure."
only three episodes in but nothing is keeping me,This show sounded wicked cool when i heard about it and so i tried it and it starts out pretty cool. The 90s indie music gives the 90s scenes a good aesthetic and i enjoyed that but so far the adult part of the story is so so boring. I like all the actresses but their plots are boring me and the world in which they live don't feel lived in. I might stick w it but idk.
It's ok,"I really like shows/movies with a survival premise- I loved The WILDS!! I just finished watching the amazing HANNA so I was a need of a new show... It's not that this is a bad show but I feel like it missed the mark.The cast is pretty talented and the scenes with Juliette Lewis and Christina Ricci are my favorite. The show moves very slooowly. The survival stuff is good and interesting but there's not enough of it. I'm assuming they're trying to drag it out for a season 2(3 and 4).The downfall for me is that the show takes away a lot of suspense when we basically already know who lived and who died. The pacing is weird too. For instance: we as an audience didn't even get to know ""Travis"" or see his relationship with ""Misty"" until after his death as an adult!Another downfall is that the character of ""Shauna"" (both teen and adult) is SO unlikable, selfish and manipulative that I just don't want to watch her at all and that character gets waaay too much screen time. Poor Jackie! :(
Just give us more scenes with Christina Ricci!!"
Really disappointing,"Casting is awful, the story is very weak. The directing is poor. I'm surprised this series exists. I like Juliette Lewis, but I don't like this role for her. Christina Ricci is probably the best character. One of the main characters is annoying and kinda ruins it for me. I expected to be wowed by the end of the first season, but it fell flat. The whole build up was good, but it just went nowhere. I put it on to fall asleep because I know I won't miss any decent content. I could probably rewrite this better and more meaningful. I thought fluff pieces died before the sopranos. Yellow jackets is a waste of actor talent, and every other industry talent. I think it started with the terrible writing."
Incredibly disappointing...so much potential...,"This series starts with an intriguing plot. The soccer team, stuck in the woods, survives via cannibalism and tribal warfare.Then it goes back to the present time (or whenever 25 years after the plane crash was)...just bad acting, poorly crafted story and complete boredom. This show makes you want to like it and then comes to a standstill...maybe you stick around for episode 2...get right to another interesting part...boom...stand still. By the time you get to episode four you're almost watching it just because you've already put in 3 hours of time.The good parts of this show are a moot point because they are farrrrr over ridden by the tedium. It seeks like they didn't have enough content to actually make an entire series, and the show should have been a movie...or a 4 part mini-series (kind of like ""the patient"" with Steve Carell).After season 1, I won't be returning for season 2. My ""sustained viewing guilt"" has far passed.In summery, HGG HMMMM (throat clear), some girls get into what seems like an interesting situation, but most of what we see are their boring lives 25 years after anything interesting happened. Sadly, it is very much like real life...in that interesting things only happen to us in like, doctor's offices or some ish.Save yourself sometime, drive to a restaurant you love on a day it isn't open...feel the disappointment...then go home and eat your meal pepper chicken breast."
Not gripping enough for me,"Started watching YellowJackets with high hopes but unfortunately it's just wasn't for me. It's not gripping and it's not very realistic with its acting either albeit a great cast. There no real connection with any characters and overall just fairly boring. Unsure how it received 8.0.Also I'm fairly sure if was 16 in a plane crash in the middle of a forest I'd actually shed a few tears, not this lot who just ran around screaming and taking pills."
Dissapointed,"I have a feeling I watched completely different series than other people who are rating it. I love the acting of most of the actresses. But the story is so illogical and weak. At the beggining of first season it sets you up with some scenes that are not even in the first season. It was very dissapointing because it promised to be good survival story and somewhat horrory, meanwhile almost every death or injury in the wilderness would be completely preventable if they used their brain. I dont think I will be watching 2. Season. If i wasnt sick in bed this week I wouldnt even finish the first one."
"""We hate Ted Lasso so we made this show""","Terrible reason to make show, horrible mindset of creation. Overall it's just the b*tch high school cheerleader trying to gain attention when the nerdy band kid does something cool. ""Look at me!! Look at me!!"" 1 star is too high."
Bored to Death,"I tried to watch this and give it a chance. After 5 episodes I'm done. Everything is predictable, and there is no point whatsoever to this nonsense. The acting is decent but really nothing interesting has happened in any of the 5 episodes I watched. I fell asleep during the last one but watched enough of it support a 2 out of 10 star rating."
Great show... if someone else wrote it,"I guarantee you've seen this show before in some kind of variation. The writing is predictable. The pacing is slow.That's not inherently a problem. But, when you add poorly written dialogue and poor acting to a show that's predictable and slowly paced: you get this drab affair.This show is so underwhelming that it can't even make use of its ensemble cast: Christina Ricci, Juliette Lewis, and Melanie Linskey's efforts to raise the stale atmosphere of this supposed-to-be thriller, are all foiled by shallow direction and unimaginative writing.Overall, the shows problem is: these are not characters that you want to know.The show has spent a good amount of time, so far, bringing in characters who are curious about the infamous events of the ladies' past. But it fails to deliver the same level of curiosity to its audience because it doesn't to give you characters to which you can connect.These kinds of shows are tv shows of tv shows. They poorly attempt to write real humans through the lens of television characters.The flashback scenes exacerbate the dullness. None of the young actors give particularly captivating performances. On top of the poor writing, the show quickly collapses into itself.It's an interesting premise and it could've been done well by people who could actually write dynamic characters."
A slog going nowhere fast.,Tedious slow progression with little to like. The first few minutes of the first episode alluded to how wild I imagine the end of the season will probably become. But we are now 6 episodes in with little to show for it. It just keeps going nowhere. Characters are very grating and no one to like or root for. Only committed to finishing the season because I've wasted so much time hoping it'd get interesting.
maybe i'm missing something,"Idk this is exactly what i look for. Lord of the flies, cast away vibes. I can follow any story but this one is all of the place, casting is a little disconnected; especially with Juliet lewis, literally did not know her character till like 3rd episode. Idk seems disjointed, much like The Leftovers. Maybe i don't get it but i was present."
An entire season of nothing,"After seeing the trailer i thought this would be a great show, something new and interesting, but i ended up disappointed.The show starts on a slow pace, very confusing, but that's ok, the problem is that by each episode the viewer ends up with more questions than answers, the whole plot is filled with holes that don't make sense, they had a great opportunity to write something interesting when the characters were in the woods, instead all you get is girl drama, extremely boring situations, and of course, a crashed plane that took of in the middle of the woods (you can't make that stuff up).Basically you can see an entire season and feel like nothing has really happened in the show, the only good thing about this show is Christina Ricci acting."
I only cared about 1/2 of the show,"Half of this show takes place 20 years in the past and the other half takes place in modern day. The past portions are very interesting and really well done. The modern day part is utterly boring though. Also, episode 1 was by far the best episode. It kind of slowly gets less and less interesting each episode after that. Still, it's worth checking out and I still found it okay overall."
Sub par wilds,"I really wanted to like this show, I loved the cast and the plot description but it just fell flat. This show was so slow and spent 80% of the season in the present. I kept waiting for something to happen but it never did. Reminds me a lot of the wilds just not as good."
A show full of dumb or irrational decisions,"Episode after episode I was more confused as to what was supposed to be going on. We hardly ever get any traction on progressing the plot, and the decisions made are often times dumb. Most scenes that take place in the woods are not very believable at all. I understand they're teens but if you're living in the woods with no food, I find it hard to believe that they would be trying to run off and have sex. I only kept watching to see what the point of it was and what actually happened in the woods. By the end I was extremely disappointed."
A dash of everything but originality,"This show is like a love child of everything I've seen the last 30 years. X files, Lost, Blair Witch, Twin Peaks, anything from the CW. Just a buffet of things.Sometimes the show works, sometimes it's just boring, sometimes it's just really odd and disjointed. I get disinterested in the storyline, zone out. Never good for a tv show. Way too many storylines interweaving. The daughter storyline is confusing.The acting is good...sometimes. Other times down right awful. The cinematography is ok, a bit distracting in parts, a lille to artsy in others.Season One. Ok. Better than most Tv. Season Two. Stupid. Very convoluted."
Pilot is awesome but,There's no more element of surprise after episode 2 as u can already know where it's going. I was hoping the suspense dragged a little bit longer but it didn't. Great actors but storyline is Meh. There are many series like these so I'm gonna pass this one out.
Dire,"I felt quite proud of myself that I managed four episodes.This really is set up for little girls well, teenage girls at nestAnnoying characters, ridiculously slow pace and average standard of acting.If you like shows made for children like Stranger Things or Marvel comic movies, this will be right up your street.If you're an adult with a mature, intellectual brain, then this won't be for you.The premise of drawing you in that something has happened in the past goes on and on with no real end in site.If you're a 15 year old American cheerleader, you'll love this.If you're a British adult- steer well clear. Total garbage!"
Just no...,"Plot is hollow, casting a flaw.Anyone with half brain know that women are not dumb the way the series made them look! For a show made by a woman, this is pretty lame.This is Lord of the Flies with something from Ravenous.And the cast (older and younger) have no ressemblance at all!Just a big fail."
Requires complete suspension of disbelief,"I really wanted to like this show, since it featured the charming Melanie Lynskey from 2017s I Dont Feel At Home In This World Anymore, and I had been told it was an adaptation of the famous Golding novel Lord of the Flies (it isn't). To be clear, the USP of the Lord of the Flies is that the characters are all basically children whereas in this series, many of the characters are older and therefore thedyname and subject matter is completely different, in my opinion.In particular, i struggled to buy into the initial episodes where actors are wearing bearskins and other animal skins. Tonally it felt off, and the, actors at times seems to all be vying for the spotlight rather than playing inside an ensemble. I watched 2 episodes and gave up."
Oh Dear,I should have known this was going to be awful from the opening scene.I'm not sure any of those girls have ever seen a football let alone play football.This is just a saga of nothing happening. I'm 3 in and it's very poor. Ok I guess if you're mid late teens and not very bright.
"Devide rating in half, and watch it prepared to be dissapointed.","Show is unfortunately below average despite having good actors and good music.Main problem I see with it, is that the show itsef doesn't know exactly what it wants to be.At first it seems it's going to be a horror, then drama, then teen-drama, to reveal at the very end that it was a grotesque-teen-cringe-dark-comedy. And none of it works.It's hard to describe my disappointment in detail without revealing parts of the show, so the only thing I can say is that it is beyond me why at the time of writing this review, it has above 7 rating. Beware that if you want to watch a 7 stars show, this one might not be it. I for one, won't be watching 3rd season when/if it comes out."
"8 for first season, 2 for second season","If only i could rate separately for each season...
The first season very good with multifaceted mystery, nice balance between past and nowdays story plot, interesting use of parallel stories (although the story with Shaunas adultery took too much time and was quite boring...) and left expectations for something very good.Now the second season... Sloppy!!!And honestly im too kind... i mean really? Did the director or the screenwriter of the first season got ill and put someone completely useless to coninue??The escalation of the mystery drop instantly from 9 to 0,5.... the explanations of the ""mysteries""(there wasnt really any mystery...) was so cheap. All the season was a pointless back and forth reminding a cheap soap opera. The motives and the actions of the characters most of times was so stupid without any consistency on the character (propably thats the reason the acting of the actors looked so bad too), just to show a pointless rupture or a death etc... Completely lack of cause and effect. (and believe me i like David Lynch...).In few words a dissapointing sloppy series!!!"
Abysmal.,"Without a doubt the biggest capitulation in television history. Season 1 was brilliant. I've never been more angry about an episode of television than the finale of season 2 even after all the warning signs in the previous few episodes. Such a garbled mess wrapped up in convenient little plot twists with enough signposts to rebuild the shack that Coach Ben managed to successfully burn down (sorry, spoilers but literally the only good thing to happen. Just a shame everyone inside managed to escape). At least Game of Thrones had the benefit of a few seasons worth of George RR Martin literature to spell it out before the TV writers ruined that. I think the writers here lost their minds even before their own characters did. Seriously it's a train wreck. Don't waste your time. I'd give it half a star for the aforementioned shack burning but one is the minimum and the soundtrack was good too I guess."
Check some more boxes,"I'll review again later, but so far, I find this sickening. I'm very disappointed that great talents put themselves into this kind of lazy crap that has been done over and over."
very boring and annoying series,"The show keep jumping back and forth every 5-10 mins. The director must have ADHD, extremely annoying. Watched 4 eps and really nothing exciting about it. This is very old type of plots... stranded, no food and most likely end up eating each other. Then the left over got recued and they got really mess up afterward! Bla bla bla..."
What a waste,Did you guys just forgot what they've showed us in the beginning of the show ?!If jackie was frozen then what the heck was that in the beginningand also this couldn't be a real tv show cause they've show a lot of meaningless scenes that they can just cut it in the editing.
Disappointed,"While I get this show is going back to the plane crash and fwd to present day, it's SUPER CONFUSING! It would be nice if they let you know.what the time span is. I'm still trying to figure out which characters were which from past and present!!"
Hilariously bad.,"I had high hopes for this, not enough good horror tv shows anymore and the 90s vibe with this kinda story looked really promising but it clearly was more into getting multiple series by stretching every little thing, making every episode pretty uneventful or stupid. It was so forced in places, the writing is genuinely terrible and most bits seemed just cut/copied from other films.Ignoring the face the cast a really poor lead, the woman from two and a half men was awful in this, genuinely poor and it hurt the show a lot, she had one face for every emotion, most of the adults except CR were poor actors but the characters were all pretty stupid anyway.They just lazily make jumps and expect viewers just to accept and go along with it, one girl has magical powers, one girls suddenly so stubborn she'll freeze to death, one can get ravaged by a wolf and randomly survive when her friends start cremating her. It's idiotic.Not a chance I watch series 2, that Lottie character is abysmal and ridiculous but the one plot that was even worse was the kidnap one, senseless, plus she let her go then she stayed anyway only to get released again and meet her demise, it was awful.The reveal of the psychotic behaviour was no shock but I also don't believe people can live in a house unaware of a room that size. The relationships are easily broken. They're all brittle and have no chemistry.The Adam character sucked. The child was really weird about how she chose to deal with it, the leads just a complete piece of trash in every way, there's not one person you'd route for, except maybe Natalie, but her adult version is too hard to like.This would've been better with one long series, 15-18 episodes and done. But instead we get this unfocused directionless mess with awful characters and no real pay off. Just idiotic bears.It's not a thriller, it's not a horror it's barely 90s style.It's one of the worst shows I've ever seen."
Go watch The Wilds instead,"Seriously, I am confused as to why this has a better rating than The Wilds. The characters feel a lot more generic than in that show and also less believable in some cases. Misty is the biggest weak link for me. It's only two episodes in and she is already shutting off the distress signal just because some people complimented her wilderness survival skills, really? She's part of a champion soccer team, this can't be the first time she has ever received external validation. I don't know what motivates her. Is she a traumatized bullied kid or is she a violent sociopath who has always longed to be free of the confines of civilization? IRL usually sociopaths are the bullies, not the bullied. Making her both an awkward loser we are supposed to root for (maybe?) and also a villain feels like stereotyping of awkward nerd kids as secret psychos who deserve all the bullying they get, which isn't a healthy message to be sending. And also, is the show really trying to pass her off as ugly, or are they trying to parody the put-pretty-actress-in-glasses-and-call-her-ugly trope that I would think society should have moved past by now? And she is STILL calling herself ugly as an adult who looks like Christina Ricci, what??Her character really ruins the show for me.The other characters are ok but I feel like I have seen them before. The Wilds used a lot of these same character types but gave them more depth. This show just takes the most basic archetype version and expects us to care, why? I don't know, but I'm not sure I will be continuing."
"Good premise, poor execution","What started with a promise of teen psychological horror with real horror of being lost in wilderness and starving, very quickly became ridiculous. Noone even tried to make these girls look like they were starving. The weird cult thing with Lottie being very obviously mentally ill just didn't work, it was such a cliché with purple people making honey and having crying sessions. The adult Shawna was pretty fun at first, but her and ""the girls"" getting rid of Mark's body was a start of it all being just ridiculous. Juliette Lewis's character was so over the top, I just couldn't stand scenes with her. S2 got worse and worse, peeking at a little musical number with Elijah Woods and the whole survivors bunch wearing masks and trying to kill Shawna even though they agreed that Lottie was crazy?? I watched last 3 episodes on fast-forward, just got so bored with all the conversations about nothing, adult women jumping between believing and not-believing Lottie, then those two cops showing up to make things even more awkward... Didn't care about any of it.Good stuff:
Misty with an axe right after the crashShawna as a bored housewife killing and serving a rabbit to her familyMark being actually in love with ShawnaJackie's deathshrooms and the chase afterShawna's babyBad stuff:
introducing paranormal, it ruined psychological side of being survivors in a wildernessLottie and her purple people cult, such a clichéJuliette Lewis's over-the-top actingall the criminal activities and two cops involvedall the comic/non intentionally comic stuff - I thought it was supposed to be a horror or at least a thriller?.as much as I love Elijah Woods, his character here just doesn't go with anything. And his musical number... WHY?Not sure I'll be bothered to watch s3."
Ain't all what it's cut out to be,"I really wanted to like Yellowjackets. With an interesting concept and great actors, it definitely had a lot going for it. At the end of the day though, I believe this show was severely overhyped.Like I said, it has an interesting concept, but the execution is just all over the place. I feel like if took 2 episodes to introduce us to the characters and show the crash, then use the rest of the episodes to weave in the modern lives of the survivors and the girls surviving the crash, I feel like it would be a lot better.The pacing is really all over the place, and the drama isn't even there. So by the time you get to the last scene in the show, it just feels like fluff to get you invested into the second season.The one thing I really liked though was the acting. It is really strong throughout, and everyone is casted extremely well. But, the acting over shines the writing, which is not a great thing. The acting and the writing have to be great and have to complement each other.Overall, you just have say, is this show really worth me paying $10.99 a month? Is this show really a 9/10 on IGN? Is this show really worth 10 hours of my time? For me, it wasn't."
"7,9 ! Way overrated","I don't get it .cause if you rate this above 7 ,then the show must have some sort of tension in the plot!! BUT ITS FLAT AND BORRING!!! Back n forth in time it makes my head spin .This show , spite the actual great acting ,was a HUGE disappointment . All this hallucinations going on ,at some of the characters,is a pile of overdramatic fiction ! I just can't take it serious .Never compare this show with Lord of the flies , actually the first book i read and if you haven't read it ,then your missing out on a classic/Cult.Season 1 might be a build up for a better season 2 ,but i doubt it.!!"
Strings out an interesting story line but falls flat,"It starts out fairly interesting and somewhat compelling. It quickly devolves into a teen angst melodrama with some truly absurd plot points. It's much ado about nothing. Had to downgrade this review after trying to watch Season 2. It's awful, simply awful. Whatever intrigue existed in the first season is completely absent from Season 2."
This really is the Pits,"You have decent actors, really showing that they getting paid for not giving a dam, over-acting, screaming, it's total boring cack.A load of boring @@@@ built round a supposed mystery
dire, and guess what season 2 has been made,
some good series have been canned, and cack like this renewed."
The Pilot - Spoilers,"There's no mystery here, so any interest will just be watching to see what they do with the entire Lord of the Flies theme.If they actually fool us and the girls who didn't already show cruel, backstabbing, or sociopathic tendencies, that might be a twist.One has to get past that the girls would turn feral and cannalistic within a relatively short period of time.However, on the other hand girls and women can be much crueler toward other females in a heartbeat, so not so much a stretch other than getting past the, when did they have the time and energy to make elaborate costumes while they were starving to death?But then maybe you need to do that in order to hide yourself while eating your comrade and committing other astrocities."
Disgusting and dissapointing,"Something unusual I did not expect to encounter in a show that I was anticipated to watch: I couldn't finish the first episode. I turned off this joke of a TV series as soon as I saw awfully directed sex scene of a 16yo kids on a fifth minute of the first episode. Don't ever watch this piece of garbage. You won't see what sinopsis promises you, only in-your-face teen drama with weird focus of intimacy.Watch this disaster of a series only if you are really into a teenagers having sex in their 16-s. The one thing this show misses is a behind-the-scene laugh on every pause during dialogues, maybe that would make it somewhat interesting to watch."
"The First season was amazing, the second season sucks horribly","The first season was a fantastic mix of story, mystery and acting. Every episode felt like something important happened and you wanted to keep watching every week. The first season is amazing, I will say.The second season is a different story. It drags on and on and on, so far in the 6th episode, and they made it feel totally different. It's not a mystery anymore, but instead a cooky, zany show that feels more like a black comedy. You'll see Shauna and her Husband make mistake after mistake, like clumsily, in an investigation being conducted by douche cop that you just want to punch. They turned Misty into a complete dork. She was a dark, weird and odd character, now she's a geek. I just can't say enough about how bad the second season is."
"This is good, but..","Just like what everyone said about this series, the acting was very good! I love how this story was going from a plane crush to something dark with cult, idk. And Misty got really the character such as an annoying girl.But this show is too slow, I mean, it could be more quick to find out what happened right there. I really hate it just like wasting time to get end this episode. When I watched tbis, I really hope it will be end just for 1 season, but it's not. Feels like boring if there're another season."
Just watch season 1,"I couldn't stand the sexual scenes, which were too many and unnecessary for the most part.There was one very predictable death scene.I watched the series because my favorite actor was in it. Peter Gadiot has never let me down in a film, and he didn't with Yellowjackets. Despite the role he was given, I am amazed at the charisma and color he brought to every scene, his scenes were very different from others. He has many expressions and a striking personality. Anyway, very good actor.The actresses who played Misty. Love them both. She's weird, very intelligent, her actions were spontaneous and as I said ""weird"". She was out of the stereotype that the other girls put on. I love seeing a character with a stand out personality. Whether it be good, bad, a villainess, a psychopath, etc.I only watched season 1. I didn't feel like watching season 2, but everyone is free to make up their own mind. I don't judge the actors, nor the fans of it."
Meh,"Good story, with un-relatable people, seen through an extremely feminist prospective, surviving an unlikely scenario. Bottomline, Lord of the Flies meets Mean Girls."
Turn down the volume on the musical parts,"Just started watching this series and it appears to be interesting enough to continue watching at least through Episode 2.However, I am extremely annoyed with the increased volume of the musical accompaniment in comparison to the voice audio - I find myself constantly reducing the volume to avoid bombarding my ears with the music accompaniment. Hence, the 2-stars.If I continue to watch the show, I'll have to have the remote handy or I may just decide it is not worth the effort.Why do producers do this?!! If viewers wanted a musical, then viewers know how to select a musical genre for their entertainment.Hopefully, I am not the only one - we need to let producers know that our ears need a break."
"So many mistakes, it's a pain to watch","I came upon this recently and tried to work through the first episodes. To keep the review short, I barely managed to work through the first season, only because my significant other enjoyed it enough.I'd like to focus on writing. It is hilariously, atrociously bad. Mistakes and plotholes are everywhere and in many degrees of magnitude. From tiny things, like a rifle having no recoil or a double-barrelled shotgun making a ""ka-chunk"" sound when cocked, to medium-grade quirks like the girls having a party after surviving a car crash and having their friends die, viciously, in front of their eyes or the girls again, in another insurance, deciding on an impromptu viking funeral pyre on their still-alive compatriot after surviving a wolf attack, to major holes like characters having erroneous in-character insight on affairs or the surreality of a non-responsive, obviously fake world where a plane crash is not investigated in the slightest.The constant (and I mean constant) stream of mistakes destroys any suspension of disbelief and spews you right out of the clutches of the series' scenario. Acting couldnt save it. Some actresses (like older Nat, for example) even further amplify this by having performances so chaffing, a piece of sandpaper would be envious. Production is OK, nothing special, someI'd like to ask you: Who writes this? How old are they? Who hired them and who keeps them on-board? The results is a ridiculous, shallow high-school drama in the mountains."
Take you to the nowhere,I actually watched the whole first season with the expectation that soon something would come out to make sense.. but it did not. It's a 'Teenager movie' with some bad after-taste again that only takes you to the beginning of the second season. There are no answers in the first season at all.. so it was pointless to watch it for so long. Second season?.. No thank you.
So far,And for season 2! I wrote and review for 1 in an account I can't get back into but I liked it about half way thru and I think I gave it a 71/2? But I could barely get thru the first episode! I did not think we were going to be seeing the wilderness for a second season! I thought it got interesting last season with them trying to figure out who was trying to sabotage them and the kidnapping in the end but now we have to go back to the forest?!? I had already given up on that part and knowing completely what happened and now I'm foreced to watch it all over again! I don't think it necessary or needed. They should of just expounded on the now timeline and let it all unravel from there. And I know I should wait to write a review but I've read the way this season is to play out. I'll continue in hopes that guy Lynski was seeing brings some answers as well as anything in the now!
l dont understand,"L just want to know how much of these show is a bunch of people/teenagers running like idiots form a killer (or whatever its trying to kill them) and how much is stupid over exagerated drama where everybody is constalntly averreacting to the slightiest issue. Cause for what lve seen in the trailer and the current tendency for teenage targeted shows, it seems to be that way."
"Title should really be ""Travis, featuring The Yellowjackets"".","Bunch of girls crash land into the deep woods, and the show flips between scenes from them young, and scenes of them as adults. Possible cannibalism, who knows (no spoilers). That is what the show is kind of about, but in reality it's about this boring, generic, moody, unlikable guy named Travis. In the past, girls crying over this clown, in the future, still crying about this clown while investigating what happened to him. It's infuriating. Everything, other than Travis, is amazing, especially Christina Ricci, I've never seen her play over-the-top insane before, and she's great at it. Seriously, scenes in the past are pretty much crazy stuff happens, look how Travis reacts to that, and look at how the girls react to Travis reacting to that. It does my head in."
Difficult to give it the credit it deserves...,"A tough one to review- Yellowjackets has a lot going for it. The opening episode is compelling and leaves you wanting more teasing creepy ambiances, and a Lord of the flies meets Blair Witch/The ritual mash-up to come.The mellow-drama is going to be a love-it or hate it component for many. Other reviewers mention it drags on, and while I have to agree for the most part the teen angst and comparatively dull and uninspired side plots didn't grab me, and left me more frustrated and bored than anything else. Still, if that's you're cup of tea I can respect that and won't fault the writers for layering it on thick given the vibe they were going for.The 90's throwback vibe feels a little bit try-hard at times (a little too eager to be trendy and nostalgic for its own good). I'm all for suspending disbelief, and not one to actively try to find plot holes, but as other reviews have mentioned there are some pretty glaring inconsistencies in character reactions that make it a little difficult to stay absorbed.Admittedly many of my critiques are more a matter of taste, so I could forgive most of those perceived shortcomings. The real Achilles heel with Yellowjackets isn't so much that there is a wildly anticlimactic ending, it's that in an entire season it makes and breaks a very important promise to the viewer; not one single plot line, or story arc is resolved. It's not even that nothing gets resolved to satisfaction, Yellowjackets has the taint of modern skinner-box television, ""lost syndrome"", cliffhangers that never resolve themselves (and as it turns out, weren't really cliffhangers to begin with). It's a season designed to prepare the viewer for season 2, and after so many of these (and so many of these shows that often fail to deliver) it's more than anything just a frustrating viewing experience.So as a general rule, if you're going to mimic the HBO/Showtime epic formula, and make your viewer slog through an endless maze of apathetic drama you'd better at least make sure theres a scrap of cheese in the end. That's where Yellowjackets fails to deliver. Most of the glowingly positive review on here seem to be written 2-3 episodes in, which is understandable. It's much more disappointing to digest the season as a whole.On a related note- love or hate the performances of the young actors and their older counterparts, a special kudos should go to whoever did the casting. The evolution and portrayal here is fantastically consistent. As much as the 90's nostalgia fest felt forced to me, the adult actors they picked (intentionally or not) were a clever tool to invoke that nostalgia- Christina Ricci, Juliette Lewis, and Melanie Lynskey all hold their own (regardless of how I feel about their characters). Their performances hit the mark (even if the characters themselves don't seem to make the most sense). The younger cast is more of a mixed bag, but feels appropriately casted.So overall is it worth a watch? Well on that one I can't say I'm sure. I think I'm a little to old, a little to impatient to appreciate the first season, and with such an unsatisfying ending I wouldn't recommend it for anyone watching for a plot. If your goal is to absorb a ""mood"" or ""aesthetic"" I'd say it will probably hit the mark for you.____________________________________________________________Season 2 update: I actually liked it a little more than the first (contrary to general consensus.) The soundtrack is a bit less cloying, and the mellodrama seems toned down. Christina Ricci, Juliette Lewis, and Melanie Lynskey continue to kill it. However my initial criticisms feel vindicated- A string of endless cliffhangers that go nowhere. Storylines and characters abandoned and introduced as needed to keep you watching. Not much satisfaction to be had in the way of plot development. Season 1 was designed to get you to watch season 2. Episode one of season 2 was designed to get you to watch episode 2. Not for your entertainment, but for your engagement. 5/10 for me still, all things considered."
So many issues,"I love the premise of this show. I found the mystery and the friendship between the girls to be fun as well. The non linear storytelling keeps me yearning for more of each timelines story.But this also all feels gratuitous- way too much gore and way too much sex.I'm no prude and enjoy adult films but when you have an hour long episode and 15-20 minutes is just sex scenes that serve no real purpose, then I just start fast forwarding until I get back to plot. The majority of the sexualization happens to the young girls in the forest and it just feels wrong.The gore: it is duly understood that any lord of the flies adaptation, especially one involving a plane crash will call for some blood but it's as though they're stretching to think what awful thing they can subject us to next. I didn't near to hear the very exaggerated sounds of an animal being killed while wearing headphones.If they just focused on the actual plot rather than trying to ""first season GOT"" it, this would be great.The performances of the older actress are really to be applauded. I'm loving Melanie Lynsky!"
Tree timelines at once is too much,"I read good things about Yellowjackets, gave it a try: episode one starts with tree timelines ... It's just too much, and not enough interesting to follow. I'll fast forward to episode 2, to give myself a chance to enjoy what other people enjoyed."
Soft porn and cigarettes.,"What is wrong with the producers of TV series, and films for that matter. Is the tabacco industry paying them for this? I turned the movie off at the second cigarette that came into view. Utterly disgusting to still make hidden advertisement for a product that ruins peoples lives. Also that was only a couple of minutes in, I had to endure no less than three porno graphic scenes in that short period of time. I am not talking about a kiss, or a ""and then they went to bed"" suggestion that has value with regards to the plot, no - orgasms, with all the sound that goes with them. Anyway, rated 1 for not being able to watch more than a few minutes and especially putting smoking people in a 2023 movie as if it a normal thing."
